,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
315,lisa,donald t hawkins,almetrics and books bookmetrix and other implementations,Almetrics and Books: Bookmetrix and Other Implementations,against the grain,"books , informetrics",2016,English,
316,lisa,"andy tattersall, maria j grant",big data what is it and why it matters,Big Data - What is it and why it matters,health information and libraries journal,"libraries , big data , data management , libraries",2016,English,10.1111/hir.12147
317,lisa,"lutz bornmann, robin haunschild",to what extent does the leiden manifesto also apply to altmetrics a discussion of the manifesto against the background of research into altmetrics,To what extent does the Leiden manifesto also apply to altmetrics? A discussion of the manifesto against the background of research into altmetrics,online information review,"social networks , research , science , studies , publications , bibliometrics , principles , peer review , peers , citation indexes , informetrics , scientometrics , germany , planck, max",2016,English,10.1108/oir-09-2015-0314
320,lisa,"ehsan mohammadi, mike thelwall, kayvan kousha",can mendeley bookmarks reflect readership a survey of user motivations,Can Mendeley bookmarks reflect readership? A survey of user motivations,journal of the association for information science and technology,"user behavior , studies , readership , correlation analysis , electronic publishing , libraries , citation analysis , readers , scientific papers , documents , polls & surveys , educational activities , audience , respondents",2016,English,
321,lisa,jela steinerova,information challenges of digital science conceptual frameworks,Information Challenges of Digital Science: Conceptual Frameworks,journal of library information science,"information seeking behavior , researchers , big data , user needs , scholarly communication , sustainability , information science",2016,English,
322,lisa,terry henner,from the literature,From the Literature,medical reference services quarterly,"primary care , nonfiction , access to information , user needs , bibliometrics , scholarly publishing , books",2016,English,10.1080/02763869.2016.1152151
323,lisa,"mike thelwall, kayvan kousha",figshare a universal repository for academic resource sharing,Figshare: a universal repository for academic resource sharing?,online information review,"software , research , archives & records , studies , confidence intervals , collaboration , information sharing , funding , digital object identifier , scholars , internet resources , researchers , datasets , scholarly communication , websites , united kingdom--uk",2016,English,10.1108/oir-06-2015-0190
325,lisa,"mike thelwall, nabeil maflahi",guideline references and academic citations as evidence of the clinical value of health research,Guideline references and academic citations as evidence of the clinical value of health research,journal of the association for information science and technology,"studies , informetrics , medical research , citation analysis , readership , articles , guidelines , medical personnel , health , medical research , audience , united kingdom--uk",2016,English,
326,lisa,"christian pieter hoffmann, christoph lutz, miriam meckel",a relational altmetric network centrality on researchgate as an indicator of scientific impact,A relational altmetric? Network centrality on ResearchGate as an indicator of scientific impact,journal of the association for information science and technology,"studies , impact analysis , social network analysis , scholarly publishing , social networks , researchers , social networks , network analysis , digital media , eigenvectors , academic discourse",2016,English,
328,lisa,"gerald beasley, trish rosseel",leaning into sustainability at university of alberta libraries,Leaning into sustainability at University of Alberta Libraries,library management,"academic libraries , colleges & universities , lean manufacturing , sustainability , canada",2016,English,10.1108/lm-04-2016-0023
329,lisa,"charlene sorensen, rachel sarjeant-jenkins",sustainable growth with sustainable resources,Sustainable growth with sustainable resources,library management,"academic libraries , librarians , higher education , research , teaching , learning , planning , international finance , student retention , trends , college campuses , collaboration , leadership , researchers , scholarly communication , user services , canada",2016,English,10.1108/lm-04-2016-0022
